Video;Channel;Published Date;Comment;Author;Likes;Reply Count;Stance;Camp Definition;Arousal Score;Emotion;Core Argument;Unresolved Question;Link;Comment Analysis Coverage
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;"#metoo, ""Believe all women"", ""You go girl"", EEO, HR, feminism, all combined to screw the women that supported this.";@arthurerdman37;1;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.6;Frustration;Modern movements like #metoo and corporate feminism have ultimately backfired and harmed the very women who supported them.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;"when society as a whole turns from God, bad things happen; the biblical family structure was set up for a very good reason; I'll agree that the perception of a woman finding a good guy is probably pretty accurate; but, the same goes in the opposite direction; when women don't put in the same effort to establish healthy LOVING relationships, it stands to reason that those good guys wouldn't commit to those women; this economy should make us seek God's help all the more and should make us realize that positive interactions in the workplace can produce alliances that build teamwork; but, the economy is so bad and employers consider most every worker (including management) are expendable that people start to view each other as competition; businesses have automated so much that jobs are scarce, providing a perception to both sexes that there's not really a good future in store for us";@bob_greene;1;0;CAMP_B;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.5;Disappointment;Societal decay, economic hardship, and a lack of traditional family values are causing both sexes to view each other with hostility.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;Why pay top-dollar to partake in a competition where the prize is servitude, constant criticism and possible loss of half your wealth?;@undercrackers56;1;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.7;Anger;Why participate in a dating market where the expected reward is constant criticism and financial risk?;Why pay top-dollar for a relationship where the prize is servitude and financial loss?;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;I'm 6'3, ripped, easy going, educated, handsome, and earn $175,000 a year conservatively. I don't date.;@swashbucklingrogue;1;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.4;Neutral;Even highly successful, conventionally attractive men with great income are choosing not to date.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;tbh let it burn down. They created their own Heaven, let them enjoy their Solitude after all it what they wanted right ? They fought so desperately for that right and no Chivalry isn’t dead we fulfill their desire to be left in peace… . They truly deserve it;@realliferevue;1;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.7;Sarcasm;Let women enjoy the solitude and independence they fought so desperately for, since men are obliging by leaving them in peace.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;"I'm 45 and never approached a woman before.  I have never chased a woman.  I've been married twice and I have had dozens of ""things"" and affairs.  And I didn't have to chase any of them.    Because, I am what women consider high quality.";@TheShadowsofGreybrooke;1;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.4;Neutral;High-value men don't need to chase because romantic partners naturally gravitate toward them.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;I turned 46 yesterday, and I am single with no kids! I’ve gotten the rotten end of this deal for most of my adult life. What’s so enjoyable about these stats is watching all the women that were hot and had options in their 20’s hit their late 30’s and their 40’s and lose all the options. They lose that dopamine drip and watch all the younger women steal the attention!;@AlphasWillard;1;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.6;Excitement;It's satisfying to watch women who had countless options in their youth lose their appeal as they age.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;I read some comments someone said it seems like only men are watching this . I hope only men are commenting on this and women are considering what is being said. To the ladies you have never been considered substandard or below them by most men you will always be our equal in the things you provide if we are respected you will be also.❤ I have daughters married and am proud they are thankfully not pushovers but work with not against the other teammate. 🎉🎉🎉;@birdtherapy2601;1;0;CAMP_B;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.3;Neutral;Healthy relationships thrive on mutual respect and teamwork rather than adversarial gender dynamics.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;Thank you for accurate pertinent information, as a man why should  I allow women to manipulate my life instead of being a partner women can dump us at will;@Reynold-c2m;1;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.6;Frustration;Men shouldn't allow women to manipulate their lives when partners can abandon them at will.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;I liked that phrase also.... That was a good one;@enforcer11000;1;0;CAMP_B;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.2;Neutral;Expressing agreement with a specific insightful quote from the video.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;It wasn’t even close to a quiet exit are you insane? The whole Men Go Their Own Way (MGTOW) movement started out because of this, men have been talking about this for a decade at this point and it was all dismissed as misogyny or incel cope. Ignored and suppressed for years. Now that an entire half of the young male population have gone their own way and tapped out entirely, you’re only just beginning to notice the disaster. Women turned deaf ears to the men screaming about the fire at their house next door, but now that its starting to engulf women’s yard only then they start to notice.   It was never a quiet exit, you all just didn’t listen because it didn’t affect your own lives, while you simultaneously demanded men, at the risk of their career and reputation, be invested in your problems. And this continues to this day because the very fact that you believe it was a quiet exit shows that you’ve completely dismissed and ignored the MGTOW movement.;@flochforster22;1;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.8;Anger;The MGTOW movement tried to warn society for years, but men's concerns were dismissed as misogyny until it started affecting women.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;"I woke up one morning and found out that our shared bank account (shared, yet funded entirely with my money)had been emptied by her without any notice, because apparently she was entitled to it. Raised in a culture where a man is expected to provide, but in return receives comfort and respect, I realized how little consideration I had actually been given. It had all been a lie. I moved out with just a few boxes and very little support. We men are taught to “man up,” so that's what I did. I started again from scratch. One thing I say to every gentleman out there: make sure you both give **and receive** respect—mutually and equally. Love, money, possessions... one day they might be there, and the next, they might be gone. And that's okay. That's life!  But consideration and respect? Make sure they are the cornerstone of your relationship.";@doctorgicu;1;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.6;Disappointment;After having shared assets unjustly drained, men must prioritize mutual respect and self-reliance over blind provision.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;The men exiting the dating market are disproportionately the most eligible.;@TomoNeverDies00andabit-n9c;1;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.4;Neutral;The men opting out of the dating market are disproportionately the most eligible and high-quality candidates.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;I don't know Kait, Vengeance is feeling real good right now.;@SirSunKnight;1;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.5;Excitement;Expressing a sense of vindication or vengeance as current dating trends unfold.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;Men stopped chasing women because women run around in circles with no real idea where they are going.   They just wanna be chased ,     like a 2 year old;@paulwyly9497;1;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.6;Frustration;Men stopped chasing because women act aimlessly and simply want to be pursued like children.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;Good podcast, but you are missing one critical point that the woman's liberation movement has been orchestrated for many generations to destroy the family unit for various reasons.;@onthelandnowwhat;1;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.5;Neutral;The women's liberation movement was intentionally orchestrated over generations to destroy the nuclear family unit.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;WE ALL KNEW THIS WOULD HAPPEN DECADES AGO!;@ShayHawk-GoChiefs;1;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.7;Excitement;Emphatically stating that the current dating collapse was entirely predictable decades ago.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;8- о да это корекция;@TheKelikat;1;0;NEUTRAL_SPAM;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.1;Neutral;Foreign language comment noting a correction.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;Yet another female grifter realizing they can cash in on manosphere audience. She is just reading a generated script  verbatim. Not even bothering to change it. This woman is here for a cash grab. Don't be fooled. Where were all these woman MRA's before YouTube monetized? They didn't exist;@kevinmorrissey9398;1;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.7;Anger;Accusing the creator of being a female grifter cashing in on the manosphere audience with AI-generated scripts.;Where were all these women advocates before YouTube monetized?;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;Nice AI channel stating an AI generated speech;@SteelBlueVision;1;0;NEUTRAL_SPAM;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.3;Neutral;Dismissing the channel as an AI-generated operation reading AI speeches.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;I don't like AI crap, like this!;@MichaelPower-i6c;1;0;NEUTRAL_SPAM;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.3;Frustration;Expressing dislike for AI-generated content.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;“They became the husbands they were looking for.” 😂   If who we are attracted to was a choice, women could take over the world. Many heterosexual women I know tell me how disappointed they are they’re not lesbians.;@wolfsmith1671;0;1;CAMP_B;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for criticizing men.;0.4;Neutral;Heterosexual women often face the irony of not being able to choose their sexual attraction.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;Marriage is a legal remedy. That is all it is. It assumes failure and provides a course of action when that failure occurs. That's why you have to get a marriage license. That is why if you don't get the license but stay together long enough you will be married by common law. Marriage is simply a legal framework for divorce. Why anyone would want that is beyond me.;@DV8-p8f;0;1;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.5;Neutral;Marriage is merely a legal framework that assumes failure and provides the terms for divorce.;Why would anyone want to enter a legal framework designed for divorce?;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;I’m tired of being married. It’s just exhausting;@mysteryperson5564;0;1;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.4;Disappointment;Expressing exhaustion and fatigue with being married.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;thank you;@NevilleCoe;0;0;CAMP_B;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.1;Neutral;Brief expression of gratitude.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;The better question is: can women fix what they created? For me, the answer is no. In order to fix it, is for the women who screwed up to tell women the fatal flaws  they did to cause them not a choice for me. That means responsibly and accountability. I already know that will never happen, that older women will let younger women fail the same way the older women did. Guy will tell younger guys what happened and give younger guys advice to help them out.;@ajrgohan;0;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.6;Frustration;Women cannot fix the dating crisis because older generations refuse to take accountability and warn younger women.;Can women fix what they created?;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;Well said.;@deadlydeadd;0;0;CAMP_B;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.2;Neutral;Complimenting the commentary as well-spoken.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;Sorry, do not be forgiving. If you seek to crush men, men need to make women eat the consequences, hardcore. People only learn by serious repercussions. I know this from personal experience. I’ve been too nice in my life, never again.;@Beleverorig;0;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.7;Anger;Men should stop being forgiving and make women face serious consequences for trying to crush them.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;98% of women hate men or have a negative opinion of men so why bother?;@cynicalchimp107;0;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.6;Frustration;Since the vast majority of women hold negative opinions of men, trying to date is pointless.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;Pandora's box has now been opened and men have seen the truth. There's no putting the cat back in the box now. The real question is what lies ahead for the sexes? and I'm willing to bet the answer for men lies in the developing technologies of AI, robots and fully immersive VR.;@adrianace1725;0;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.6;Excitement;Men have seen the truth, and future relations will likely shift toward technology like AI, robots, and VR.;What lies ahead for the sexes?;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;Dude, the problem is government and corporate involvement in relationships, marriage, etc.. they aren't supposed to be involved in everyone's intimate affairs. They aren't intimate organisms. Corporations are inherently psychopathic. Governments are the same.. Dating apps are run by women. Match Group runs major dating apps/sites. They are owned largely by Vanguard and Blackrock, and they're literally one and the same, to dodge monopoly issues, you can guess why their names are different. People NEED to unplug from the corporate matrix. If everyone stops using social media they will collapse over night. I can only dream..;@AeronStraid;0;0;NEUTRAL_SPAM;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.7;Anger;The root cause of relationship breakdown is corporate and government interference, alongside dating apps monopolized by major conglomerates.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;"Respectfully, there were signals.  Helen Smith wrote ""Men On Strike"" in 2013.  No one listened.";@DamianBiondo;0;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.4;Neutral;Societal warnings about men going on strike have existed for a decade, but nobody listened.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;"I have learned the hard way, to ""scan"" a woman at 5-40 yards, with my ""gut radar"".  Some military folks learn to do this, for self-preservation.  If a woman doesn't feel right, during the 3 second scan, I alter my course to avoid her.  I am aware of other men doing the same thing.  One feminist word out of a woman's mouth is the same as hearing an enemy mortar fire.  I know to get out of the area, and take cover, immediately.   Maybe 2 years ago, I heard of a British guy, who saved a woman from drowning.  She sued him for touching her w/o her permission- she was unconscious.  I've heard men say they just don't want to take that risk.  Dealing with feminists is like jogging in a live minefield. ""Good men who wish to help"" have become ""Good men who measure the risk, and leave w/o taking action.""";@mpa8336;0;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.7;Frustration;Men now treat modern interactions with feminists like navigating a live minefield, choosing to measure risks and avoid helping.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;Well I don't chase and I have never been single 😂;@MikeItuarte-k6u;0;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.4;Excitement;By refusing to chase, men can find success outside traditional single dynamics.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;These videos are so much healthier than manosphere content.;@s.g.waller4139;0;0;CAMP_B;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.3;Neutral;These analytical videos are much healthier than toxic manosphere content.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;These videos are so dense in research, they can be their mini lessons of coursework.  I wish more videos in this space did videos with this same level of quality of research.;@johnrossford7927;0;0;CAMP_B;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.3;Excitement;Praising the video's dense research and high quality.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;"Go ""be you"" in the real world in environments where participants could theoretically mate but are not focused on dating at all. Not dating events. Activities you actually enjoy. You might make friends! You might meet a partner. But, resist making ""meet a partner"" your objective. This situation works as well in 8th grade as it does in late adulthood and everywhere in between. Also, I think it is worth adding that dry/sober events help to filter out the risk that you'll meet people with chemical dependency issues and all the problems that can come with friendships and partnerships that include or center around drug and alcohol use and abuse.";@BrianKerrBK;0;0;CAMP_B;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.3;Neutral;Advocating for participating in shared-interest, sober environments without making dating the primary objective.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;As a Man I appreciate your honest raw, unfiltered and very precise analytical research about dating and relationships !   This is information that both men and women need to know.;@NikolaiOlsenOfficial;0;0;CAMP_B;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.4;Excitement;Appreciating the raw, unfiltered, and precise analytical research on relationships.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;At 62 I see nothing out there. It's always  the three, sixes.  The very last part that you spoke about both parties showing up and that's a great positive thing but you left out the part that that's a very small percentage of that happening.   For a very log time I've always wanted to know the real truth about the dating market. You've proved to me that I already knew a majority of your data.   This is what I've been looking for and thank you. I appreciate the actual data.   My question is are women actually watching videos like these and course correcting?  You're extremely lucky woman.;@timchaffin5471;0;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.5;Disappointment;Older men see very little hope in the modern dating market and wonder if women are actually course-correcting.;Are women actually watching videos like these and course correcting?;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;Thankfully I found a wise, loving, and Christian woman. We start each day with a devotional. Our marriage is based on our faith in Christ.  What makes this even more challenging for women is that men tend to die younger.;@rollosdad1;0;0;CAMP_B;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.3;Neutral;Shared Christian faith provides a solid foundation for a successful marriage.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;"""The people who are experiencing the pain of this right now, at the highest level, are women."" Kind of rich hearing that line to be honest. Not to turn this into man vs women, but it just feels completely invalidating. The men who have been driven to the point of completely giving up are suffering less than someone whose options are limited versus being completely excluded? This line specifically rubbed me the wrong way on an otherwise very well made and informative video.";@legendary117;0;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.6;Frustration;Claiming that women are experiencing the highest level of pain invalidates the severe suffering of men who completely gave up.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
Women Are Realizing Men Stopped Chasing;Kait Willett;2026-07-24;I think that's the future for men longterm;@adrianace1725;0;0;CAMP_A;CAMP_A: Men who have exited or criticized the modern dating market due to perceived unfairness, misandry, or the risks of modern feminism and legal systems. CAMP_B: Individuals, often women or traditionalists, defending relationships, promoting mutual respect, or criticizing men for withdrawing prematurely.;0.4;Neutral;Reiterating that technological substitutes are the long-term future for men.;;https://www.youtube.com/watch?v=Ek-I_g2_2fk;1.9% (100/5312)
