Video;Channel;Published Date;Comment;Author;Likes;Reply Count;Stance;Camp Definition;Arousal Score;Emotion;Core Argument;Unresolved Question;Link;Comment Analysis Coverage;Camp Shares
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;Perdone que te diga como hacer el video pero deberias explicar para los que no saben como llegar a ese lugar del portal safe, ya averigue, es entrando en el portal del conquerors hall de lymhurst, tampoco explicaste mucho que habilidades usar del equipo;@yoyoyayo75;0;0;CAMP_E;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.3;Neutral;Constructive criticism that the video should have explained how to find safe portals and gear skills for beginners.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;Claro, el problema que tengo es que como llevo cambiaformas y los bastones valen un huevo y medio, me hacen instant focus.;@sergioestevegasco5446;0;0;CAMP_D;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.4;Frustration;Complains that playing shapeshifters makes staff expensive and attracts instant enemy focus.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;lo que sea ;@fernetfluor9141;0;0;CAMP_E;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.1;Neutral;Filler comment.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;buen video, investigare como es eso de los portales para volver a zona segura jajajaj, hace que no piso zn pfff, solo mis huertos y yo jajaja;@aragonduran4736;0;0;CAMP_E;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.2;Excitement;Intends to research safe portals since they haven't stepped foot in black zones in ages.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;No se confíen jajaja yo con mi Ballesta fast one shot me baje 2 cambia formas, 2.8M fácil:p;@ToroPampeano;0;0;CAMP_A;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.5;Excitement;Boasts about taking down two shapeshifters easily with a crossbow build and getting 2.8M.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;Gg;@LvlupRepa;0;0;CAMP_E;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.1;Neutral;GG comment.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;Todo genial. Pero dices sets baratos y luego enseñas una build con patas de oso y la otra badon, no mames😂. Y con arco de guerra buena suerte matando mobs, ni daño en area, y single target sufre por el rango de la E. Por lo demás del video exelente. Un poco mas avanzado, hagan cofres dorados en Ava. Subes una build de 0 a 100 en par de horas y te ganas por hora con una buena ruta mínimo 3m. Aparte de las risas cuando te divean o tu team panickea.;@XHGabrielHX;0;0;CAMP_B;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.4;Frustration;Criticizes the video for calling expensive items budget sets, but praises the overall content and recommends Avalon golden chests instead.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;Bro buen video pero saca otro ahora sin bonus ya que no todos empezamos con 30 días de bonus xd grax;@Diegojurado-xj4kj;0;0;CAMP_C;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.3;Neutral;Asks for a follow-up video without bonus items since not everyone starts with 30 days of premium.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;Até parece fácil 😆;@Natzaki;0;0;CAMP_C;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.2;Sarcasm;Sardonically notes it seems easy.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;así mesmo;@schrannk;0;0;CAMP_A;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.1;Excitement;Agreement reply.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;me cree un gremio para hacerlo crecer de a poco, tendras algun video de consejos? saludos..!;@elyzeus;0;0;CAMP_E;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.2;Neutral;Asks for guild advice videos.;tendras algun video de consejos?;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;Reminder you NEED premium to make this much.;@bledrestman;0;0;CAMP_C;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.3;Neutral;Reminds viewers that premium is required to earn this much.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;A los españoles tb nos gusta el chisme 😂;@antoniodominguezhernandez2458;0;0;CAMP_E;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.2;Excitement;Jokes that Spanish people love gossip.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;oye pero estas usando los libros ps, asi cualquiera, sin eso nica;@jorgeramos-m1l;0;0;CAMP_C;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.3;Sarcasm;Claims using learning books makes it unfairly easy.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;Buen video, justo estoy jugando como 1 semana albion y quería ver otra manera de adquirir plata porque en mi primera recolección zona roja de algodón ,me gankear perdi mi primer 1millon si podrías recomendar mas build aparte de esos que recomendaste en este video o alguna pagina;@poolcarbajal6018;0;0;CAMP_D;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.4;Frustration;New player lost their first million to gankers in red zones and asks for build recommendations.;si podrías recomendar mas build aparte de esos que recomendaste en este video o alguna pagina;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;Me pasan la build?;@zenkss5122;0;0;CAMP_E;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.2;Neutral;Asks for the build.;Me pasan la build?;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;La mejor opción para solitario es hacer campamentos avalonianos Hai los grupos de enemigos son pocos y si estás en un mapa común normalmente encontrarán  a jugadores solos.  Yo subí la rama completa de más de 7 clases, y todas los equipos, aproximadamente fueron como unos 1.5B;@AxelMontoya-z5z;0;0;CAMP_A;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.3;Excitement;Recommends Avalonian camps in solo play as a top-tier strategy that earned them over 1.5B.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;soy mago, no vi nada que me guste de lo que recomiendas para ir a buscar fama en zn  😢;@anerolsilva9414;0;0;CAMP_D;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.3;Disappointment;Disappointed that mage weapons weren't featured for black zone fame farming.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;Lo que sea;@Monsalex23;0;0;CAMP_E;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.1;Neutral;Filler comment.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;Muito bom;@caionotelefone;0;0;CAMP_E;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.1;Excitement;Portuguese praise comment.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;top;@KINGSNAKECHANNEL;0;0;CAMP_E;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.1;Excitement;Top comment.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;Como siempre puro contenido de calidad en este canal, gracias karnal;@Minstone_S;0;0;CAMP_A;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.3;Excitement;Praises the channel for consistently high-quality content.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;Lo que sea;@edwarJose-di5pz;0;0;CAMP_E;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.1;Neutral;Filler comment.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;Una pregunta, quiero subir las hachas pero quiero subir la guadaña infernal que set podría usar?;@SegagoodMenorsitasricas;0;0;CAMP_E;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.2;Neutral;Asks for a build recommendation for the infernal scythe axe.;quiero subir las hachas pero quiero subir la guadaña infernal que set podría usar?;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;Novatos não vão na black vocês vão morrer, joguem na amarela ou red com as facções até aprender, você fará fama e prata.;@santosvitortv;0;0;CAMP_B;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.4;Neutral;Warns novices against going to black zones and advises yellow or red zones with factions until they learn.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;Top demais;@Misush1;0;0;CAMP_E;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.1;Excitement;Portuguese praise comment.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;Yo voy 4.0 plano a zona negra sin montura y una comida y gg la plata que te dan los mobs es suficiente para una economía estable;@inquisidorst1349;0;0;CAMP_A;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.3;Excitement;Shares success running flat 4.0 gear into black zones without a mount, relying solely on mob silver drops for a stable economy.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;bro si eres de linhurst o martlock, hagamos equipo, yo tmb quiero subir mi fama, nos vamos a zona roja o negra dependiendo de como juguemos juntos bro;@BanriRivera88;0;0;CAMP_A;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.2;Excitement;Offers to team up for red or black zone fame farming.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
El método más ROTO de hacer FAMA Y PLATA en solitario 🍄🤯 Albion Online.;Schrank;2026-06-10;​@BanriRivera88soy de fort sterling mi estimado, además de que cambie a ese portal ayer aunque no hice nada de esa actividad durante un mes xd;@dalkquiroz9476;0;0;CAMP_E;"CAMP_A: Defenders of the method who emphasize that high risk yields high rewards and that the strategy is viable if executed correctly.; CAMP_B: Pragmatic realists and veterans warning beginners that success heavily relies on map awareness, game knowledge, and safety precautions.; CAMP_C: Skeptics and critics arguing that the method is misleading because it requires a premium account, learning points, or creator privileges.; CAMP_D: Frustrated players who tried the method and failed due to gankers, bad luck, or lack of PvP skills.; CAMP_E: Spam or irrelevant chatter commenting on emojis, greetings, or unrelated topics.";0.1;Neutral;Responds with server/city location details.;;https://www.youtube.com/watch?v=ccHjMOdLo9w;94.7% (248/262);"CAMP_E: 50.4%; CAMP_A: 17.1%; CAMP_C: 16.7%; CAMP_B: 8.1%; CAMP_D: 7.7%"
