Comment Key;Comment ID;Video Key;Comment;Author;Comment Date;Likes;Reply Count;Is Reply;Engagement Score;Stance;Arousal Score;Emotion;Core Argument
403;UgztJqW7JPIsSXWAYgp4AaABAg.AaShbkik72UAaSjLrLXqFP;2;The power of a T7 sword 😅;@FAKUPICADOAlbion;2026-09-07;0;0;1;0;CAMP_A;0.3;Excitement;Praising the power of a T7 sword.
404;UgztJqW7JPIsSXWAYgp4AaABAg.AaShbkik72UAaSnw8qNspp;2;☠️u can do that with t4 flat sword also just have to time this perfectly;@mrrandom3878;2026-09-07;0;0;1;0;CAMP_C;0.2;Neutral;Noting you can do it with even a flat T4 sword if timed perfectly.
405;UgyC53dkSczRzrCaYlp4AaABAg;2;Jjajajaja jajajajaja;@JesusParra-g5i8f;2026-09-07;0;0;0;0;CAMP_A;0.3;Excitement;Laughing in Spanish.
406;UgyzdVIpn8_CNrWne6Z4AaABAg.AaSZllt2VSeAaS_XH8WS1j;2;Yeah, just a little lower 😂 I was in T8 gear with a T7 weapon, and he had 1750+ IP 😅;@FAKUPICADOAlbion;2026-09-07;0;0;1;0;CAMP_A;0.3;Neutral;Creator clarifies they were in T8 gear with T7 weapon against a 1750+ IP ganker.
407;Ugzhkt_vBNXt5Xj9XLp4AaABAg.AaSOrSMwsT4AaST3M3AVjs;2;было бы чему учиться чел с радаром играет но дурачки верят в РЕАКЦИЮ;@ksanderjoestar8534;2026-09-07;0;0;1;0;CAMP_D;0.4;Frustration;Accusing the creator of using radar instead of actual reaction time in Russian.
408;Ugzhkt_vBNXt5Xj9XLp4AaABAg.AaSOrSMwsT4AaSXcOXMK5X;2;Good luck, bro! It’s not as hard as it looks once you get used to it. It makes gathering much more fun and less repetitive, and the risk of losing more money when you die keeps you much more focused 😅😂;@FAKUPICADOAlbion;2026-09-07;0;0;1;0;CAMP_A;0.3;Excitement;Encouraging the learner and noting that high risk keeps gathering focused.
409;Ugwnl1JHwks72SxJ_sV4AaABAg.AaSNQ9mPKNtAaSSThvY31v;2;No he can't;@guchik123;2026-09-07;0;0;1;0;CAMP_A;0.2;Neutral;Refuting a claim.
410;UgxilEVFulF8b6ZCWa14AaABAg;2;omg;@0ns;2026-09-07;0;0;0;0;CAMP_A;0.3;Excitement;Surprised reaction.
411;Ugxg8DvAho4_-Sc4L2Z4AaABAg;2;É o fakuripa bb;@denyssonfelipe9714;2026-09-07;0;0;0;0;CAMP_A;0.3;Excitement;Hype callout in Portuguese.
412;UgzAOiP2L9pLoLU5Uxx4AaABAg;2;Xd;@Yôlô-Cârpê;2026-09-07;0;0;0;0;CAMP_A;0.2;Neutral;Laughing reaction.
413;UgwYh0jEmEO9saFinSh4AaABAg.AaSH0KRWdR4AaSnDjtmbr2;2;​@ksanderjoestar8534assuming you're joking lol;@lukespalding1964;2026-09-07;0;0;1;0;CAMP_A;0.2;Neutral;Assuming someone is joking.
414;UgwaRG3AS682wls09894AaABAg;3;20:12 lmao, haven't seen this close yet;@veshack3241;2026-08-16;29;1;1;31;NEUTRAL_SPAM;0.0;Neutral;-
415;UgwRbUFcj-9YAnXG9T54AaABAg;3;My 7 accounts subscribed to you;@abak359;2026-08-16;27;1;1;29;NEUTRAL_SPAM;0.0;Neutral;-
416;UgzxBkouLkawS_S-gT14AaABAg;3;12:20 a game where 5-10-20-30-50 people gank 1 person even if his build is cheap and SBI ruins the solo player experience even more;@Yasotwsk;2026-08-16;14;10;1;34;NEUTRAL_SPAM;0.0;Neutral;-
417;Ugyo0YdRN0wcqyuI0yl4AaABAg;3;24:01 your W can pass the fire barrier. tip for next time;@FlavCrypto;2026-08-16;4;1;1;6;NEUTRAL_SPAM;0.0;Neutral;-
418;UgzLUueZT_OwMckQfYh4AaABAg;3;Buen video. 22:53 Tú: osas usar mis propios hechizos contra mi Potter. (Te devolviste porque es lo que tú haces cuando tiras invisible, en vez de seguir recto te vas hacía atrás).;@ELJERE06;2026-08-16;4;1;1;6;NEUTRAL_SPAM;0.0;Neutral;-
419;Ugxn4Hc2WL3AVEMv0NB4AaABAg;3;Stalker bro, I'm out of Silver—could you give me a hand? :=);@dakikamzh;2026-08-16;0;4;1;8;NEUTRAL_SPAM;0.0;Neutral;-
420;UgzxBkouLkawS_S-gT14AaABAg.A_ZpSlvBkrEA__iwpoo1cn;3;@zartozorto i only started last year and realized that i joined after they started making it harder for solo players, idk why r u mad about it but what im saying is it wouldve been a better game if it doesnt favour anyone and just keeps the good stuff for both sides instead of wtv they are doing now;@Yasotwsk;2026-08-16;3;0;1;3;NEUTRAL_SPAM;0.0;Neutral;-
421;UgwRbUFcj-9YAnXG9T54AaABAg.A_ZfuCvoKgsA_cMsWTp44G;3;Thank you for this much of support 🙏😁;@stalker31333;2026-08-17;3;0;1;3;NEUTRAL_SPAM;0.0;Neutral;-
422;Ugw9prmTJoyrK9ZwKJ94AaABAg;3;I'm a returnee. If i were to go back in game from zero, which best class is the best I could use for farming black zones. I don't want to farm any more skills like i did last time;@Takumi1421;2026-08-28;2;1;1;4;NEUTRAL_SPAM;0.0;Neutral;-
423;UgxCv8pxSoLmQ18Hze14AaABAg;3;"12:46  ""xd"" after yoinking the loot was absolute disrespect lmao";@justplayfox;2026-08-18;2;1;1;4;NEUTRAL_SPAM;0.0;Neutral;-
424;UgxUMrZ_XghJ99Nn3zd4AaABAg;3;NICEEE BRO, THANK YOU for the class;@mascotew-7;2026-08-17;2;1;1;4;NEUTRAL_SPAM;0.0;Neutral;-
425;UgxoGknRs6lSt3r_uSZ4AaABAg;3;Bro, congratulations on 74k subscribers! You'll reach 100k soon because of your awesome content. You're the best content creator in Albion! 🙌🎉;@SaidFelix-s2q1d;2026-08-16;2;1;1;4;NEUTRAL_SPAM;0.0;Neutral;-
426;UgyTeLwa4LevR6K4ss14AaABAg;3;Hooray, that's what I was waiting for, thank you, greetings from Russia;@1Per4ik1;2026-08-16;2;1;1;4;NEUTRAL_SPAM;0.0;Neutral;-
427;UgyG7AFWbVRKxLyiv7B4AaABAg;3;Tiempo sin ver un vídeo de stalker y comentarle que es el mejor y amo sus videos ❤❤;@knightnexu;2026-08-16;2;1;1;4;NEUTRAL_SPAM;0.0;Neutral;-
428;UgxOXmbDxobrPJNoi2B4AaABAg;3;btw is it jst me or is 2:35 sounding like an artist;@yenhaoooi8214;2026-08-16;2;1;1;4;NEUTRAL_SPAM;0.0;Neutral;-
429;UgzH3Sia20P_YWzPKVR4AaABAg;3;Hello friends, I'm a beginner in the game and I have a question: can I play PvP and fight with only 100 weapon styles and 100 build styles? Thanks.;@RedminRedmin-p9l;2026-08-19;1;2;1;5;NEUTRAL_SPAM;0.0;Neutral;-
430;Ugx97bCiY91KPxnM7Wt4AaABAg;3;Hey Stalker, is mobility still the meta? And what are the best weapons In mobility?;@navacoc;2026-08-16;1;2;1;5;NEUTRAL_SPAM;0.0;Neutral;-
431;Ugzz9w9qc2cAFroSGx54AaABAg.A_cmZwdPhFCA_dov6FvQCt;3;Start going to corrupted dungeons bro. Go hunter mode first, don't worry about clearing the whole dungeon. You'll be there just for PvP. Once you get experience, beating most of the enemies, start going to stalker mode. Study every win, and lose you will get. Learn what builds you can beat and what counters your build. Then go to mist with 4.2, or 4.1, take fights even if your IP is lower.;@dudz0930;2026-08-18;2;0;1;2;NEUTRAL_SPAM;0.0;Neutral;-
432;UgydnBCIu0Jo0L5UFIh4AaABAg;3;why is the audio so crunchy lmao;@shinoobidan;2026-08-30;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
433;UgxoiJNFgfxnLmYiKpl4AaABAg;3;Pls zero to hero claws 😅;@MXSomeoneSXM;2026-08-29;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
434;Ugyv2Bljb_A6F_Cr89d4AaABAg;3;Is it not have nerfs and be weaker than before ? Cause i like dagger the most but afraid of this point so i play battle axe but wish back to my love dagger again.;@MohamedAhmed-kg8lk;2026-08-28;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
435;Ugywf5ZavZ7ZH57E_bJ4AaABAg;3;Mostraras la cara algún día?;@user-MARXV;2026-08-24;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
436;UgzZWnEfPF7rJJ87Bht4AaABAg;3;Nice name❤;@XzhYarX;2026-08-23;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
437;UgxUiAhZhU4jjx05eCN4AaABAg;3;que bueno eres bro;@elwokii;2026-08-23;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
438;UgzzkmUx54aZsZc5_OB4AaABAg;3;Thanks bro;@cratte77745;2026-08-18;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
439;Ugw0X3kRoTsg7PawTcN4AaABAg;3;wich is the best way to earn fame?;@Juanncito0;2026-08-18;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
440;Ugzz9w9qc2cAFroSGx54AaABAg;3;Hi, I've played albion for about 600 hours and I'm feeling really hard in pvp. I play mostly Druid staffs, and with tens of millions, I still dress up at 4.1 Could you give me a couple of tips? It would be interesting to know where it is most convenient to understand the PVP segment. And how to learn to take something above 4.1....;@номикроэлемент;2026-08-18;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
441;UgyFpDmOvPhCYSG3ekZ4AaABAg;3;20:12 wtf that close position is possible? Closest i ever got was like 4 screens away and already thought this was a bug;@NonOYaBizNiz;2026-08-17;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
442;UgygDt1ktlQDoYqrCo14AaABAg;3;Wthappened with sounds;@AlbobusOffline;2026-08-17;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
443;UgwcBXetWXNCJUX6c_B4AaABAg;3;20:07 😂😂 it's awesome;@Usgetiren;2026-08-17;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
444;UgzRNCKQW1OzvV_GD9J4AaABAg;3;Hey, make a zero to hero fishing game.;@Gus_GamePlays;2026-08-17;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
445;Ugymgy3fz8K__w6rAc54AaABAg;3;someday i'll be a successful albion content creator and help my mom :);@imnearlimitless;2026-08-16;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
446;UgxyYW3KanxtAqnVfhh4AaABAg;3;Stalker! Join the council now;@Calibur7;2026-08-16;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
447;UgzQUK393f-udD-DQBl4AaABAg;3;bro can you do more content on hammer or quterstuff and battle axe;@Lil_Peter738;2026-08-16;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
448;Ugys0Id7Ek5YVT8bRld4AaABAg;3;Always support you;@SatyajitRay-123;2026-08-16;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
449;Ugwn0vdCTtReJd-9KwR4AaABAg;3;OMGGGGG THANKS MAN;@VePe7;2026-08-16;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
450;Ugwiw5sw7RljYNWWJqh4AaABAg;3;Why didnt you used hellion shoes ???;@Bilal-Pictures;2026-08-16;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
451;UgyMD-Lt2pyBfJnRqKZ4AaABAg;3;Nice video;@nakamashorts2902;2026-08-16;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
452;Ugx8tyBqQA0nRUayetR4AaABAg;3;Your intro bro looks like familiar to me like it take me back when I was young.;@KuaChad-i4x;2026-08-16;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
453;UgwcUWPfR4RjPmAbRYp4AaABAg;3;first :D;@OniRyoshi;2026-08-16;1;1;1;3;NEUTRAL_SPAM;0.0;Neutral;-
454;Ugz19-AvQuT6GMJfSXB4AaABAg;3;"Here some next video idea  Flamewalker 0 to 100 with character name "" YourAllahu""";@MekLaZeng;2026-08-17;0;2;1;4;NEUTRAL_SPAM;0.0;Neutral;-
455;UgzpxeUGGBMkOappOCd4AaABAg;3;23:15 hahahahhahahahahahahahhaahhahaha What the dog doing?;@BabyOil123d;2026-08-16;0;2;1;4;NEUTRAL_SPAM;0.0;Neutral;-
456;UgzX_zrmDavE5EFNHBB4AaABAg;3;Fish, zero to hero, please;@으-w4j;2026-08-16;0;2;1;4;NEUTRAL_SPAM;0.0;Neutral;-
457;UgwumsrYgS4eDs1Rb-V4AaABAg;3;Jadi kesimpulan nya itu bagus gak buat pve  dan pvp sih pasti op banget asal main tarik ulur tarik ulur aja;@KlanSakai;2026-08-16;0;2;1;4;NEUTRAL_SPAM;0.0;Neutral;-
458;UgzKzKtkFLXEC17tuFh4AaABAg;3;"Please like the video 😁 ------------------------------------------- Welcome to my Twitch: https://www.twitch.tv/stalker313x I'd be happy if you joined my Discord server: https://discord.gg/Arzkq9NDH8 Play Albion Online: https://albiononline.com/ref/VANVWXXT4F";@stalker31333;2026-08-17;1;0;0;1;NEUTRAL_SPAM;0.0;Neutral;-
459;UgxoiJNFgfxnLmYiKpl4AaABAg.Aa4RNE4uxwVAa5oDqmOhJE;3;Soon 😁👊;@stalker31333;2026-08-29;1;0;1;1;NEUTRAL_SPAM;0.0;Neutral;-
460;Ugyv2Bljb_A6F_Cr89d4AaABAg.Aa3WpsgbydwAa5qMCNEOtd;3;Still have nice damage;@stalker31333;2026-08-29;1;0;1;1;NEUTRAL_SPAM;0.0;Neutral;-
461;Ugw9prmTJoyrK9ZwKJ94AaABAg.Aa20_yWepE7Aa2o3uYDter;3;I recommend you a Dual sword;@stalker31333;2026-08-28;1;0;1;1;NEUTRAL_SPAM;0.0;Neutral;-
462;UgxUMrZ_XghJ99Nn3zd4AaABAg.A_c-PP5zfyoA_cKtXrmrgc;3;😁🙏 Welcome;@stalker31333;2026-08-17;1;0;1;1;NEUTRAL_SPAM;0.0;Neutral;-
463;Ugz19-AvQuT6GMJfSXB4AaABAg.A_b0DWaCs6QA_cL5djXYxf;3;I did a flamewalker before 👍;@stalker31333;2026-08-17;1;0;1;1;NEUTRAL_SPAM;0.0;Neutral;-
464;UgzRNCKQW1OzvV_GD9J4AaABAg.A_aF3ymDsKeA_cL6esWmJi;3;Soon 😁👍;@stalker31333;2026-08-17;1;0;1;1;NEUTRAL_SPAM;0.0;Neutral;-
465;Ugx1rLSfLydPqlXm1Wp4AaABAg.A__mrNlNi6iA_cN5LhoEFz;3;I forgot to delete it 😅;@stalker31333;2026-08-17;1;0;1;1;NEUTRAL_SPAM;0.0;Neutral;-
466;UgzpxeUGGBMkOappOCd4AaABAg.A__mWdtjanAA_cMQsPOWEX;3;He lost the target cuz I use the inv potion 😂;@stalker31333;2026-08-17;1;0;1;1;NEUTRAL_SPAM;0.0;Neutral;-
467;UgzX_zrmDavE5EFNHBB4AaABAg.A__gB7354MMA_cMIjrFqv8;3;Soon;@stalker31333;2026-08-17;1;0;1;1;NEUTRAL_SPAM;0.0;Neutral;-
468;UgxoGknRs6lSt3r_uSZ4AaABAg.A__eidYI19rA_cKrr0dGR5;3;Thank you so much for the kind words 😁🙏;@stalker31333;2026-08-17;1;0;1;1;NEUTRAL_SPAM;0.0;Neutral;-
469;UgzLUueZT_OwMckQfYh4AaABAg.A__ChiYZ70wA_cLfNjR0X7;3;Thank you 😁🙏;@stalker31333;2026-08-17;1;0;1;1;NEUTRAL_SPAM;0.0;Neutral;-
470;Ugxf7CQRr4HciLrjxI94AaABAg.A__3XCBWpppA_cOQ7jmapE;3;😅;@stalker31333;2026-08-17;1;0;1;1;NEUTRAL_SPAM;0.0;Neutral;-
471;Ugwiw5sw7RljYNWWJqh4AaABAg.A_ZtxhLynJIA_cL-54tGtD;3;Both is good;@stalker31333;2026-08-17;1;0;1;1;NEUTRAL_SPAM;0.0;Neutral;-
472;UgzxBkouLkawS_S-gT14AaABAg.A_ZpSlvBkrEA__TW0IRB1t;3;sbi helping the fuckin solo players for years in every update man please lol. you should have tried albion 4-5 years ago;@zartozorto;2026-08-16;1;0;1;1;NEUTRAL_SPAM;0.0;Neutral;-
473;Ugzp9PyJiZKs8wAArG94AaABAg;3;is that real chat?;@AlZiskoPrahutoo;2026-09-07;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
474;Ugx1BsvNZwrR9VLNkfB4AaABAg;3;6:28 crazy ahhahahhaha😂;@CrystalDopium;2026-08-21;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
475;Ugy_mgzZB8YUMXq_nGx4AaABAg;3;Can I use daggers for pvp 2v2? Thanks !;@kiruhich5008;2026-08-20;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
476;UgxU2No_GzOI6JC2h114AaABAg;3;NA or EU?;@Tucaleli;2026-08-18;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
477;UgxX-Q7Zz0cGyivZ0D94AaABAg;3;Tys 👏👏👏;@Nik_klausM;2026-08-17;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
478;UgzZGV5bOpjmrCgUnG54AaABAg;3;benim dizinin yeni bölümü gelmiş :);@doguskaragoz5101;2026-08-17;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
479;UgzKHv0h1CCaPQk_LsV4AaABAg;3;Love dagger pair but its such a shitty weapon, look at bear paws rn, daggers are in a horrible state.;@victormafra4723;2026-08-17;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
480;Ugx8u1kK09OGM4HdgN54AaABAg;3;Have you heard about PlayStation’s copyright policies?;@urasarapin3920;2026-08-17;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
481;Ugx4LAto5Tk6Z39Fwwp4AaABAg;3;FORT STERLING  HEART OF WINTER ❤;@номикроэлемент;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
482;UgxDL6ADmbfnp397xbN4AaABAg;3;12:04 use laptop what are its specifications?;@AndresGomez-im8si;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
483;Ugx1rLSfLydPqlXm1Wp4AaABAg;3;26:21 This part has been affected;@BabyOil123d;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
484;UgzjRmXF7XFoevT5ZE54AaABAg;3;you best 🦣❤️;@ZonalD_Global;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
485;UgxPX87fB9ZRC4nobKd4AaABAg;3;12:04 My daily life with the new update;@BabyOil123d;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
486;UgyTKuU-QRGRaANrrFV4AaABAg;3;Let's gooo Finley;@BabyOil123d;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
487;Ugz3NijnbUlrgncnHx14AaABAg;3;Stalker, your videos are amazing! I really love them and look forward to your content every week. Quick question: how long does it take you to go from 0 to 100 in your videos? I'm going to try doing this with my duo on my day off, though I know it'll take longer since we'll be sharing XP. ​Big hug!;@LucasBiianco;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
488;UgxIJlQc-aD8RJF6kLp4AaABAg;3;que arma me recomiendas subir al 100 en una cuenta nueva ya soy un jugador algo experimentado;@ALBert-RESUMENES;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
489;UgykFwtx63cjL0H2pFd4AaABAg;3;BTW u can shadowedg the fire wall;@SenbonZakurax;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
490;Ugxc-gUVcWFBnnY1oFV4AaABAg;3;man use 11 labs to put a voice over;@paradox7830;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
491;UgzyFSWMy-xWYLFqem94AaABAg;3;If u had just uploaded a week before;@Lucky-e6j8i;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
492;Ugxf7CQRr4HciLrjxI94AaABAg;3;dafuq is that WAGON xD clicker game;@baldhazard;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
493;UgyQJsx1mXzluONfHFB4AaABAg;3;we want zero to hero cursed staff but normal build;@dorofeix;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
494;Ugwe3LYr_ps1i0F4IwF4AaABAg;3;Never understood why those ganking parties are out. ARe they so useless they cant be alone?;@emilthedude7937;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
495;Ugy1NZkb4mjzmY22uoN4AaABAg;3;Its a good day watching another level 100 😊;@Nanda-bl4bo;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
496;UgzYFceKayOz_zTczNx4AaABAg;3;*sighhh* if only my device doesn't lags 😞;@Ryzn0913;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
497;UgzDFYgInQp63gJ88S14AaABAg;3;Can you do Iron-clad staff next?;@Slow_gaming91;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
498;UgxRTN3rLTkJKbbwMqR4AaABAg;3;Fav albion creatorr;@niconizar3913;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
499;Ugxe07xfWf8Gx4SwN8J4AaABAg;3;Resumen salido del horno;@AlejandroRojas-f5j;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
500;UgyoGSCY1OcKEaOr1u54AaABAg;3;So happy got here early;@RaceHeddrickTalondata;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
501;UgwsC129N4F4LGNRAbh4AaABAg;3;i wish mamoth hunter stay in the game;@habodeegg24;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
502;UgzZf2EdB2QzrH32PfZ4AaABAg;3;Shesh;@pavelpavel6370;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
503;Ugw4FvwJgVxGBD_JnwJ4AaABAg;3;2nd;@yenhaoooi8214;2026-08-16;0;1;1;2;NEUTRAL_SPAM;0.0;Neutral;-
504;Ugzp9PyJiZKs8wAArG94AaABAg.AaTmyT0oycCAaUyFExKWCO;3;Yes;@stalker31333;2026-09-08;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
505;UgydnBCIu0Jo0L5UFIh4AaABAg.Aa7P46lXhhjAaClpDc-7Xu;3;Headphone broken;@stalker31333;2026-09-01;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
506;UgwIFCF9JScvcOG34f54AaABAg;3;After 6 years and more than 4000h, SBI decided to permaban my account after it was stolen for half an hour for RMT. Never had any proof or chance to recover, just an account password change from a foreign country and a shit load of time wasted. Fuck SBI, play something decent people;@calvocomemetolcipote;2026-08-24;0;0;0;0;NEUTRAL_SPAM;0.0;Neutral;-
507;UgyqONsCL7_M1V0jBl54AaABAg;3;23:04 wtf amigo jajajaja;@user-MARXV;2026-08-24;0;0;0;0;NEUTRAL_SPAM;0.0;Neutral;-
508;Ugywf5ZavZ7ZH57E_bJ4AaABAg.A_sTLfMfZRvA_wLiumL5pM;3;Maybe;@stalker31333;2026-08-25;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
509;UgzZWnEfPF7rJJ87Bht4AaABAg.A_s6IKxpnmJA_s7n9OoP7Z;3;Thank you😁;@stalker31333;2026-08-23;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
510;UgxUiAhZhU4jjx05eCN4AaABAg.A_rGccmawHrA_rK8y-OB2K;3;😁🙏;@stalker31333;2026-08-23;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
511;Ugx1BsvNZwrR9VLNkfB4AaABAg.A_kg4HwQ0C4A_llUX6wD4b;3;😄;@stalker31333;2026-08-21;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
512;Ugy_mgzZB8YUMXq_nGx4AaABAg.A_k04S08SA0A_llN7XPYQ4;3;Yeah;@stalker31333;2026-08-21;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
513;UgwWU4G9O4dzrcGo1yJ4AaABAg;3;Assistir zero tô hero enquanto lavo o prato e cuido da vida 😊;@Z9XZZS;2026-08-19;0;0;0;0;NEUTRAL_SPAM;0.0;Neutral;-
514;UgzH3Sia20P_YWzPKVR4AaABAg.A_gPVptk8MiA_gRQP00TMK;3;Yes you can play if you have level 100 + 50 spec;@stalker31333;2026-08-19;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
515;UgzH3Sia20P_YWzPKVR4AaABAg.A_gPVptk8MiA_gcWy3E0jH;3;​@stalker31333 ok thank you;@RedminRedmin-p9l;2026-08-19;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
516;UgzzkmUx54aZsZc5_OB4AaABAg.A_eNDGh_ZewA_emM5ozHf6;3;You're welcome 😁;@stalker31333;2026-08-18;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
517;Ugw0X3kRoTsg7PawTcN4AaABAg.A_eJ_ha3U5TA_emX7JVTwE;3;Solo camps in the Blackzone;@stalker31333;2026-08-18;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
518;UgzSEZvCVf0giZLpd6l4AaABAg;3;Cuantos miles de personajes ya creó este tipo🤦‍♂️, y nunca es un 0 - 100 de spec como dice, es de 0 - 100 en maestría de la rama principal nada más.;@Nightmare09-21;2026-08-18;0;0;0;0;NEUTRAL_SPAM;0.0;Neutral;-
519;UgxCv8pxSoLmQ18Hze14AaABAg.A_ctD48mK3EA_eCAoWCakM;3;😂;@stalker31333;2026-08-18;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
520;UgxU2No_GzOI6JC2h114AaABAg.A_cmZ28f14QA_eByZm6NMo;3;EU;@stalker31333;2026-08-18;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
521;UgxX-Q7Zz0cGyivZ0D94AaABAg.A_cWzZMU5z5A_eC2ZDmlyq;3;😁👋;@stalker31333;2026-08-18;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
522;UgzZGV5bOpjmrCgUnG54AaABAg.A_cJkoPZp1FA_cKvMlTsZy;3;Enjoy it 😁👍;@stalker31333;2026-08-17;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
523;UgzKHv0h1CCaPQk_LsV4AaABAg.A_blPm5yXwIA_cOOi9-5fl;3;Dagger pair is ez to counter not like others;@stalker31333;2026-08-17;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
524;UgyFpDmOvPhCYSG3ekZ4AaABAg.A_bdwG0QhRYA_cO8OBuXPD;3;Smuggler to stash is 5cm 😅;@stalker31333;2026-08-17;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
525;Ugx8u1kK09OGM4HdgN54AaABAg.A_bIYzPVijOA_cNLT9DDuY;3;No;@stalker31333;2026-08-17;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
526;Ugz19-AvQuT6GMJfSXB4AaABAg.A_b0DWaCs6QA_d4xdgV-JK;3;@stalker31333  ahh unfortunately;@MekLaZeng;2026-08-18;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
527;UgygDt1ktlQDoYqrCo14AaABAg.A_arMke2kVSA_cM22PGUwR;3;Headphone broken;@stalker31333;2026-08-17;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
528;UgwcBXetWXNCJUX6c_B4AaABAg.A_aHLEDZWxwA_cMbecdOOS;3;First time happen 😅;@stalker31333;2026-08-17;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
529;Ugx4LAto5Tk6Z39Fwwp4AaABAg.A_a6RAUdQXBA_cMk6R_ofR;3;🔥;@stalker31333;2026-08-17;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
530;Ugymgy3fz8K__w6rAc54AaABAg.A_a2yphA4OrA_cMCxV6q3T;3;Good luck;@stalker31333;2026-08-17;0;0;1;0;NEUTRAL_SPAM;0.0;Neutral;-
